OrderID,PurchaseDate,DeliveryDate,Vendor,Product,Category,Location,Quantity,UnitPrice,OrderStatus,PaymentStatus,PaymentTerms,DeliveryDays,TotalCost,IsOnTime
ORD2600,1/12/2023,1/20/2023,Delta Traders,Product_5,Electronics,Japan,71,127.11,Delivered,Unpaid,Net 30,8,9024.81,FALSE
ORD2601,2/2/2024,2/11/2024,Alpha Supplies,Product_45,Electronics,Russia,21,349.18,Canceled,Paid,Net 60,9,7332.78,FALSE
ORD2602,12/16/2023,12/25/2023,Theta Tech,Product_37,Furniture,Canada,19,207.68,Delivered,Unpaid,Net 30,9,3945.92,FALSE
ORD2603,8/3/2022,8/7/2022,Beta Corp,Product_45,Office Supplies,Canada,89,438.78,Delivered,Paid,Net 60,4,39051.42,TRUE
ORD2604,4/5/2023,4/10/2023,Delta Traders,Product_38,Furniture,Russia,47,152.5,Delivered,Paid,Net 30,5,7167.5,TRUE
ORD2605,4/10/2022,4/18/2022,Eta Logistics,Product_29,Machinery,India,22,10.88,Delivered,Unpaid,Net 30,8,239.36,FALSE
ORD2606,5/9/2023,5/16/2023,Beta Corp,Product_5,Office Supplies,Germany,75,153.82,Canceled,Overdue,Net 30,7,11536.5,TRUE
ORD2607,1/25/2023,1/31/2023,Delta Traders,Product_9,Office Supplies,Canada,33,291.15,Pending,Paid,Upon Delivery,6,9607.95,TRUE
ORD2608,9/4/2022,9/11/2022,Beta Corp,Product_48,Furniture,India,32,191.09,Pending,Unpaid,Upon Delivery,7,6114.88,TRUE
ORD2609,1/16/2024,1/21/2024,Alpha Supplies,Product_2,Office Supplies,India,64,269.76,Delivered,Overdue,Upon Delivery,5,17264.64,TRUE
ORD2610,1/4/2022,1/13/2022,Alpha Supplies,Product_1,Office Supplies,Australia,85,438.92,Delivered,Paid,Upon Delivery,9,37308.2,FALSE
ORD2611,8/22/2022,8/29/2022,Beta Corp,Product_40,Electronics,Japan,39,456.68,Delivered,Paid,Upon Delivery,7,17810.52,TRUE
ORD2612,7/12/2022,7/16/2022,Eta Logistics,Product_30,Electronics,France,84,136.66,Shipped,Paid,Net 30,4,11479.44,TRUE
ORD2613,9/27/2022,10/2/2022,Alpha Supplies,Product_11,Furniture,Canada,72,233.76,Shipped,Unpaid,Upon Delivery,5,16830.72,TRUE
ORD2614,4/6/2023,4/15/2023,Beta Corp,Product_28,Machinery,Russia,42,276.83,Delivered,Paid,Net 60,9,11626.86,FALSE
ORD2615,1/14/2022,1/20/2022,Alpha Supplies,Product_44,Electronics,Germany,9,474.81,Delivered,Paid,Net 30,6,4273.29,TRUE
ORD2616,9/27/2022,10/6/2022,Theta Tech,Product_12,Furniture,France,25,499.32,Delivered,Paid,Net 30,9,12483,FALSE
ORD2617,3/13/2023,3/23/2023,Delta Traders,Product_39,Electronics,Japan,89,121.53,Pending,Paid,Net 60,10,10816.17,FALSE
ORD2618,3/1/2023,3/5/2023,Delta Traders,Product_26,Machinery,India,97,364.86,Pending,Unpaid,Upon Delivery,4,35391.42,TRUE
ORD2619,3/29/2024,4/3/2024,Theta Tech,Product_13,Furniture,Japan,2,192.13,Canceled,Paid,Net 60,5,384.26,TRUE
ORD2620,4/23/2022,4/29/2022,Theta Tech,Product_8,Office Supplies,Canada,19,9.01,Delivered,Paid,Net 30,6,171.19,TRUE
ORD2621,3/19/2023,3/23/2023,Theta Tech,Product_28,Office Supplies,Japan,20,9.58,Canceled,Unpaid,Net 30,4,191.6,TRUE
ORD2622,6/4/2023,6/13/2023,Beta Corp,Product_30,Machinery,Japan,93,232.98,Pending,Paid,Net 30,9,21667.14,FALSE
ORD2623,6/11/2022,6/15/2022,Eta Logistics,Product_9,Office Supplies,Germany,70,246.73,Delivered,Paid,Net 60,4,17271.1,TRUE
ORD2624,7/15/2023,7/20/2023,Theta Tech,Product_39,Machinery,India,17,16.17,Pending,Unpaid,Upon Delivery,5,274.89,TRUE
ORD2625,3/8/2022,3/16/2022,Theta Tech,Product_31,Office Supplies,Germany,89,345.03,Delivered,Overdue,Net 30,8,30707.67,FALSE
ORD2626,2/19/2023,2/23/2023,Beta Corp,Product_21,Furniture,Germany,68,150.53,Delivered,Paid,Upon Delivery,4,10236.04,TRUE
ORD2627,11/22/2023,12/2/2023,Eta Logistics,Product_47,Office Supplies,Russia,94,282.15,Shipped,Paid,Net 30,10,26522.1,FALSE
ORD2628,4/25/2022,4/29/2022,Delta Traders,Product_34,Furniture,Japan,84,153.95,Delivered,Unpaid,Upon Delivery,4,12931.8,TRUE
ORD2629,10/14/2023,10/23/2023,Beta Corp,Product_31,Furniture,Japan,3,87.73,Shipped,Paid,Net 60,9,263.19,FALSE
ORD2630,5/13/2023,5/22/2023,Eta Logistics,Product_25,Electronics,Japan,87,206.55,Pending,Overdue,Net 30,9,17969.85,FALSE
ORD2631,1/21/2024,1/27/2024,Beta Corp,Product_12,Furniture,Australia,51,119.98,Delivered,Paid,Net 30,6,6118.98,TRUE
ORD2632,3/17/2024,3/26/2024,Eta Logistics,Product_1,Office Supplies,Germany,82,269.73,Pending,Paid,Net 30,9,22117.86,FALSE
ORD2633,6/9/2022,6/16/2022,Beta Corp,Product_22,Electronics,France,26,103.42,Pending,Unpaid,Net 60,7,2688.92,TRUE
ORD2634,1/19/2022,1/24/2022,Beta Corp,Product_40,Electronics,Canada,56,256.66,Delivered,Overdue,Net 60,5,14372.96,TRUE
ORD2635,8/10/2022,8/15/2022,Alpha Supplies,Product_37,Furniture,India,64,82.9,Delivered,Paid,Upon Delivery,5,5305.6,TRUE
ORD2636,2/13/2024,2/21/2024,Eta Logistics,Product_47,Machinery,France,8,337.13,Delivered,Paid,Net 60,8,2697.04,FALSE
ORD2637,2/28/2022,3/8/2022,Delta Traders,Product_1,Machinery,India,81,378.2,Delivered,Paid,Net 30,8,30634.2,FALSE
ORD2638,11/8/2022,11/13/2022,Beta Corp,Product_1,Office Supplies,Russia,95,59.65,Delivered,Paid,Upon Delivery,5,5666.75,TRUE
ORD2639,5/13/2023,5/23/2023,Alpha Supplies,Product_42,Electronics,Russia,37,236.56,Delivered,Paid,Net 60,10,8752.72,FALSE
ORD2640,1/27/2022,2/4/2022,Eta Logistics,Product_42,Furniture,India,97,40.08,Delivered,Unpaid,Upon Delivery,8,3887.76,FALSE
ORD2641,3/9/2024,3/15/2024,Delta Traders,Product_21,Machinery,Japan,27,301.1,Shipped,Unpaid,Upon Delivery,6,8129.7,TRUE
ORD2642,2/8/2023,2/17/2023,Alpha Supplies,Product_15,Furniture,France,45,135.88,Delivered,Overdue,Upon Delivery,9,6114.6,FALSE
ORD2643,2/26/2023,3/3/2023,Eta Logistics,Product_17,Furniture,Japan,4,266.17,Canceled,Unpaid,Net 30,5,1064.68,TRUE
ORD2644,11/29/2023,12/7/2023,Beta Corp,Product_22,Electronics,Australia,86,261.14,Pending,Paid,Net 30,8,22458.04,FALSE
ORD2645,2/3/2024,2/8/2024,Delta Traders,Product_38,Office Supplies,Russia,90,462.56,Canceled,Paid,Net 60,5,41630.4,TRUE
ORD2646,4/3/2022,4/10/2022,Theta Tech,Product_35,Electronics,Russia,96,276.8,Delivered,Unpaid,Net 30,7,26572.8,TRUE
ORD2647,3/31/2023,4/4/2023,Eta Logistics,Product_45,Electronics,France,88,293.58,Shipped,Overdue,Upon Delivery,4,25835.04,TRUE
ORD2648,12/9/2022,12/18/2022,Delta Traders,Product_16,Machinery,Russia,99,203.82,Pending,Paid,Upon Delivery,9,20178.18,FALSE
ORD2649,1/18/2023,1/23/2023,Alpha Supplies,Product_8,Machinery,Australia,37,474.79,Shipped,Unpaid,Net 30,5,17567.23,TRUE
ORD2650,2/1/2024,2/5/2024,Delta Traders,Product_47,Machinery,Australia,96,389.71,Delivered,Paid,Upon Delivery,4,37412.16,TRUE
ORD2651,8/11/2022,8/19/2022,Delta Traders,Product_17,Office Supplies,Australia,71,146.28,Delivered,Paid,Net 30,8,10385.88,FALSE
ORD2652,12/19/2023,12/23/2023,Alpha Supplies,Product_17,Furniture,Canada,33,422.88,Pending,Paid,Upon Delivery,4,13955.04,TRUE
ORD2653,5/9/2022,5/18/2022,Beta Corp,Product_26,Electronics,Australia,31,219.04,Delivered,Paid,Net 60,9,6790.24,FALSE
ORD2654,3/27/2023,4/1/2023,Alpha Supplies,Product_13,Machinery,Australia,55,415.19,Delivered,Paid,Net 60,5,22835.45,TRUE
ORD2655,4/12/2022,4/19/2022,Eta Logistics,Product_17,Electronics,Canada,12,412.33,Delivered,Overdue,Net 30,7,4947.96,TRUE
ORD2656,3/11/2022,3/21/2022,Alpha Supplies,Product_38,Machinery,Japan,11,98.49,Pending,Unpaid,Net 30,10,1083.39,FALSE
ORD2657,3/20/2022,3/28/2022,Delta Traders,Product_17,Office Supplies,Germany,88,352.06,Shipped,Unpaid,Net 30,8,30981.28,FALSE
ORD2658,1/29/2023,2/3/2023,Eta Logistics,Product_48,Furniture,Russia,72,148.87,Delivered,Unpaid,Net 30,5,10718.64,TRUE
ORD2659,3/17/2023,3/26/2023,Eta Logistics,Product_14,Furniture,Australia,32,152.26,Shipped,Unpaid,Net 30,9,4872.32,FALSE
ORD2660,11/13/2022,11/21/2022,Alpha Supplies,Product_45,Electronics,Russia,57,151.69,Pending,Paid,Upon Delivery,8,8646.33,FALSE
ORD2661,9/9/2022,9/15/2022,Beta Corp,Product_6,Office Supplies,France,38,364.16,Delivered,Unpaid,Net 60,6,13838.08,TRUE
ORD2662,10/14/2022,10/18/2022,Beta Corp,Product_35,Electronics,Russia,60,118.76,Shipped,Paid,Upon Delivery,4,7125.6,TRUE
ORD2663,4/16/2023,4/26/2023,Beta Corp,Product_46,Machinery,India,86,5.45,Shipped,Unpaid,Net 60,10,468.7,FALSE
ORD2664,8/5/2022,8/14/2022,Alpha Supplies,Product_14,Office Supplies,Japan,98,359.04,Canceled,Overdue,Upon Delivery,9,35185.92,FALSE
ORD2665,2/28/2022,3/6/2022,Alpha Supplies,Product_47,Electronics,Canada,19,89.74,Delivered,Paid,Upon Delivery,6,1705.06,TRUE
ORD2666,9/7/2023,9/12/2023,Eta Logistics,Product_8,Electronics,Russia,84,56.72,Pending,Overdue,Upon Delivery,5,4764.48,TRUE
ORD2667,3/21/2024,3/28/2024,Delta Traders,Product_15,Office Supplies,Russia,56,122.57,Delivered,Paid,Net 30,7,6863.92,TRUE
ORD2668,6/23/2022,7/1/2022,Theta Tech,Product_27,Electronics,Russia,14,193.05,Delivered,Paid,Net 60,8,2702.7,FALSE
ORD2669,11/16/2022,11/20/2022,Eta Logistics,Product_13,Furniture,Germany,33,240.57,Delivered,Unpaid,Net 30,4,7938.81,TRUE
ORD2670,1/12/2023,1/20/2023,Theta Tech,Product_49,Machinery,Germany,10,27.06,Shipped,Unpaid,Net 30,8,270.6,FALSE
ORD2671,2/2/2023,2/12/2023,Alpha Supplies,Product_31,Machinery,France,80,485.43,Shipped,Paid,Upon Delivery,10,38834.4,FALSE
ORD2672,12/19/2022,12/24/2022,Alpha Supplies,Product_35,Machinery,Canada,64,359.45,Delivered,Paid,Net 60,5,23004.8,TRUE
ORD2673,11/13/2022,11/21/2022,Beta Corp,Product_6,Machinery,Russia,64,164.98,Delivered,Paid,Net 60,8,10558.72,FALSE
ORD2674,6/24/2022,6/28/2022,Eta Logistics,Product_5,Machinery,Russia,62,162.76,Shipped,Unpaid,Net 60,4,10091.12,TRUE
ORD2675,6/17/2022,6/22/2022,Beta Corp,Product_22,Machinery,Russia,68,227.03,Delivered,Overdue,Net 60,5,15438.04,TRUE
ORD2676,4/22/2023,4/30/2023,Theta Tech,Product_49,Electronics,Russia,91,314.99,Pending,Unpaid,Net 30,8,28664.09,FALSE
ORD2677,4/21/2022,4/28/2022,Eta Logistics,Product_23,Office Supplies,Germany,92,77.45,Delivered,Paid,Net 30,7,7125.4,TRUE
ORD2678,2/1/2024,2/10/2024,Theta Tech,Product_25,Machinery,Japan,43,98.52,Delivered,Paid,Net 60,9,4236.36,FALSE
ORD2679,9/11/2023,9/16/2023,Beta Corp,Product_34,Office Supplies,Japan,80,430.42,Shipped,Paid,Net 30,5,34433.6,TRUE
ORD2680,1/5/2024,1/14/2024,Beta Corp,Product_26,Office Supplies,France,59,131.85,Delivered,Paid,Net 60,9,7779.15,FALSE
ORD2681,4/9/2022,4/14/2022,Alpha Supplies,Product_47,Machinery,India,52,193.2,Delivered,Unpaid,Net 30,5,10046.4,TRUE
ORD2682,10/31/2022,11/7/2022,Beta Corp,Product_5,Electronics,Australia,97,436.28,Delivered,Paid,Upon Delivery,7,42319.16,TRUE
ORD2683,3/5/2022,3/14/2022,Eta Logistics,Product_26,Machinery,Canada,19,333.26,Shipped,Overdue,Upon Delivery,9,6331.94,FALSE
ORD2684,1/26/2023,2/1/2023,Delta Traders,Product_20,Furniture,Japan,21,174.15,Shipped,Paid,Net 60,6,3657.15,TRUE
ORD2685,11/8/2022,11/12/2022,Delta Traders,Product_6,Electronics,India,22,343.43,Delivered,Unpaid,Net 60,4,7555.46,TRUE
ORD2686,9/8/2023,9/14/2023,Eta Logistics,Product_6,Electronics,Russia,9,14.74,Delivered,Paid,Net 30,6,132.66,TRUE
ORD2687,7/7/2023,7/15/2023,Beta Corp,Product_50,Electronics,Japan,9,369.14,Pending,Unpaid,Net 60,8,3322.26,FALSE
ORD2688,10/15/2022,10/22/2022,Alpha Supplies,Product_18,Furniture,France,73,246.07,Delivered,Paid,Net 60,7,17963.11,TRUE
ORD2689,2/17/2022,2/23/2022,Delta Traders,Product_4,Machinery,Australia,27,407.53,Pending,Paid,Net 30,6,11003.31,TRUE
ORD2690,10/26/2022,10/31/2022,Beta Corp,Product_17,Electronics,Japan,17,477.55,Delivered,Overdue,Net 60,5,8118.35,TRUE
ORD2691,6/9/2023,6/17/2023,Theta Tech,Product_14,Electronics,France,44,463.27,Delivered,Paid,Net 60,8,20383.88,FALSE
ORD2692,6/8/2022,6/16/2022,Alpha Supplies,Product_14,Electronics,Germany,45,455.09,Pending,Paid,Upon Delivery,8,20479.05,FALSE
ORD2693,9/3/2023,9/9/2023,Theta Tech,Product_13,Electronics,Australia,8,258.52,Delivered,Paid,Upon Delivery,6,2068.16,TRUE
ORD2694,6/8/2023,6/14/2023,Delta Traders,Product_7,Machinery,France,80,183.27,Shipped,Paid,Upon Delivery,6,14661.6,TRUE
ORD2695,11/28/2023,12/5/2023,Theta Tech,Product_44,Office Supplies,India,18,235.19,Delivered,Overdue,Net 60,7,4233.42,TRUE
ORD2696,3/21/2023,3/25/2023,Delta Traders,Product_15,Electronics,Japan,33,346.5,Delivered,Paid,Net 30,4,11434.5,TRUE
ORD2697,12/31/2022,1/6/2023,Delta Traders,Product_19,Office Supplies,Germany,1,442.58,Shipped,Paid,Upon Delivery,6,442.58,TRUE
ORD2698,4/22/2023,5/2/2023,Theta Tech,Product_43,Electronics,India,76,107.46,Delivered,Paid,Net 60,10,8166.96,FALSE
ORD2699,9/21/2023,9/27/2023,Delta Traders,Product_47,Office Supplies,France,6,459.51,Canceled,Unpaid,Upon Delivery,6,2757.06,TRUE
ORD2700,3/4/2022,3/13/2022,Eta Logistics,Product_44,Machinery,France,41,408.51,Delivered,Paid,Net 30,9,16748.91,FALSE
ORD2701,9/16/2022,9/21/2022,Delta Traders,Product_35,Furniture,India,55,489.53,Pending,Paid,Net 30,5,26924.15,TRUE
ORD2702,8/12/2022,8/22/2022,Eta Logistics,Product_17,Office Supplies,Japan,5,440.72,Canceled,Unpaid,Net 30,10,2203.6,FALSE
ORD2703,12/28/2022,1/7/2023,Beta Corp,Product_35,Furniture,Australia,59,143.57,Delivered,Paid,Net 30,10,8470.63,FALSE
ORD2704,9/9/2023,9/18/2023,Theta Tech,Product_19,Machinery,Germany,80,57.45,Shipped,Paid,Net 30,9,4596,FALSE
ORD2705,5/31/2023,6/9/2023,Delta Traders,Product_20,Furniture,Russia,18,60.56,Pending,Unpaid,Net 30,9,1090.08,FALSE
ORD2706,5/20/2022,5/28/2022,Theta Tech,Product_36,Machinery,Canada,49,149.16,Delivered,Paid,Net 60,8,7308.84,FALSE
ORD2707,8/1/2023,8/5/2023,Eta Logistics,Product_35,Furniture,Australia,82,309.02,Pending,Paid,Upon Delivery,4,25339.64,TRUE
ORD2708,6/19/2022,6/24/2022,Eta Logistics,Product_32,Office Supplies,Germany,65,403.14,Pending,Paid,Net 30,5,26204.1,TRUE
ORD2709,2/3/2022,2/10/2022,Theta Tech,Product_48,Office Supplies,India,83,450.13,Delivered,Paid,Upon Delivery,7,37360.79,TRUE
ORD2710,7/11/2022,7/21/2022,Theta Tech,Product_44,Furniture,France,54,313.76,Delivered,Unpaid,Upon Delivery,10,16943.04,FALSE
ORD2711,10/25/2023,11/1/2023,Delta Traders,Product_40,Office Supplies,India,61,7.79,Delivered,Paid,Net 60,7,475.19,TRUE
ORD2712,1/8/2024,1/14/2024,Eta Logistics,Product_24,Electronics,Germany,8,97.23,Delivered,Paid,Net 30,6,777.84,TRUE
ORD2713,1/5/2023,1/11/2023,Theta Tech,Product_17,Machinery,India,3,54.36,Canceled,Paid,Net 30,6,163.08,TRUE
ORD2714,11/18/2022,11/25/2022,Eta Logistics,Product_7,Electronics,India,25,184.85,Delivered,Paid,Net 60,7,4621.25,TRUE
ORD2715,7/21/2022,7/27/2022,Eta Logistics,Product_43,Electronics,Canada,69,253.17,Shipped,Paid,Net 60,6,17468.73,TRUE
ORD2716,12/8/2022,12/12/2022,Beta Corp,Product_50,Machinery,Japan,55,26.48,Delivered,Paid,Net 60,4,1456.4,TRUE
ORD2717,2/12/2024,2/21/2024,Theta Tech,Product_1,Office Supplies,Canada,40,177.5,Delivered,Unpaid,Net 60,9,7100,FALSE
ORD2718,9/23/2023,9/29/2023,Delta Traders,Product_35,Furniture,Russia,83,93.69,Canceled,Paid,Net 60,6,7776.27,TRUE
ORD2719,4/22/2022,4/30/2022,Delta Traders,Product_32,Office Supplies,Russia,82,325.3,Pending,Paid,Upon Delivery,8,26674.6,FALSE
ORD2720,1/24/2022,1/30/2022,Delta Traders,Product_36,Electronics,Canada,50,234.81,Pending,Paid,Net 60,6,11740.5,TRUE
ORD2721,4/27/2023,5/2/2023,Theta Tech,Product_13,Office Supplies,Australia,95,250.18,Delivered,Unpaid,Net 30,5,23767.1,TRUE
ORD2722,8/27/2022,8/31/2022,Eta Logistics,Product_6,Machinery,Australia,33,216.71,Delivered,Paid,Net 30,4,7151.43,TRUE
ORD2723,1/24/2023,1/29/2023,Beta Corp,Product_14,Machinery,India,18,478.23,Delivered,Paid,Net 60,5,8608.14,TRUE
ORD2724,2/10/2022,2/15/2022,Eta Logistics,Product_37,Office Supplies,India,57,111.29,Shipped,Paid,Net 60,5,6343.53,TRUE
ORD2725,1/17/2024,1/25/2024,Theta Tech,Product_48,Office Supplies,France,16,260.75,Delivered,Unpaid,Net 60,8,4172,FALSE
ORD2726,7/30/2023,8/3/2023,Beta Corp,Product_15,Office Supplies,Russia,80,369.33,Shipped,Paid,Net 60,4,29546.4,TRUE
ORD2727,4/7/2023,4/11/2023,Beta Corp,Product_47,Furniture,France,38,280.64,Pending,Paid,Net 60,4,10664.32,TRUE
ORD2728,7/17/2023,7/21/2023,Theta Tech,Product_4,Electronics,Russia,41,464.87,Delivered,Paid,Net 30,4,19059.67,TRUE
ORD2729,2/29/2024,3/4/2024,Theta Tech,Product_40,Office Supplies,Canada,7,192.09,Pending,Paid,Upon Delivery,4,1344.63,TRUE
ORD2730,2/26/2023,3/2/2023,Alpha Supplies,Product_16,Electronics,Australia,78,234.52,Shipped,Paid,Net 60,4,18292.56,TRUE
ORD2731,2/6/2024,2/14/2024,Theta Tech,Product_28,Furniture,India,53,48.82,Shipped,Paid,Net 60,8,2587.46,FALSE
ORD2732,1/13/2023,1/19/2023,Eta Logistics,Product_16,Electronics,Australia,63,306.45,Delivered,Unpaid,Net 60,6,19306.35,TRUE
ORD2733,6/15/2023,6/20/2023,Delta Traders,Product_4,Electronics,Canada,89,147.66,Delivered,Unpaid,Net 30,5,13141.74,TRUE
ORD2734,11/10/2022,11/14/2022,Delta Traders,Product_45,Electronics,France,32,84.35,Delivered,Paid,Net 30,4,2699.2,TRUE
ORD2735,12/14/2023,12/24/2023,Eta Logistics,Product_26,Furniture,France,38,274.54,Delivered,Paid,Upon Delivery,10,10432.52,FALSE
ORD2736,11/14/2022,11/20/2022,Theta Tech,Product_28,Electronics,Germany,22,268.49,Pending,Unpaid,Upon Delivery,6,5906.78,TRUE
ORD2737,10/11/2022,10/17/2022,Theta Tech,Product_32,Machinery,India,16,42.56,Shipped,Paid,Upon Delivery,6,680.96,TRUE
ORD2738,2/27/2023,3/4/2023,Eta Logistics,Product_45,Office Supplies,India,52,350.62,Delivered,Paid,Upon Delivery,5,18232.24,TRUE
ORD2739,12/25/2023,1/2/2024,Alpha Supplies,Product_2,Electronics,India,29,313.77,Canceled,Paid,Net 30,8,9099.33,FALSE
ORD2740,1/17/2022,1/24/2022,Delta Traders,Product_31,Machinery,Russia,16,98.56,Pending,Paid,Upon Delivery,7,1576.96,TRUE
ORD2741,2/1/2023,2/8/2023,Alpha Supplies,Product_3,Machinery,France,76,237.37,Delivered,Paid,Net 60,7,18040.12,TRUE
ORD2742,10/31/2023,11/6/2023,Delta Traders,Product_8,Furniture,Canada,17,361.56,Delivered,Paid,Net 30,6,6146.52,TRUE
ORD2743,10/1/2023,10/10/2023,Theta Tech,Product_24,Office Supplies,France,64,267.07,Canceled,Paid,Net 30,9,17092.48,FALSE
ORD2744,8/12/2022,8/21/2022,Delta Traders,Product_15,Office Supplies,Australia,91,200.77,Shipped,Unpaid,Net 30,9,18270.07,FALSE
ORD2745,6/25/2022,6/30/2022,Eta Logistics,Product_43,Office Supplies,Russia,89,164.56,Pending,Paid,Net 60,5,14645.84,TRUE
ORD2746,5/17/2022,5/24/2022,Theta Tech,Product_31,Electronics,India,13,307.14,Delivered,Paid,Net 30,7,3992.82,TRUE
ORD2747,1/4/2024,1/10/2024,Eta Logistics,Product_9,Furniture,Japan,72,469.86,Delivered,Overdue,Net 60,6,33829.92,TRUE
ORD2748,3/25/2022,4/2/2022,Beta Corp,Product_39,Electronics,Germany,56,337.51,Delivered,Paid,Upon Delivery,8,18900.56,FALSE
ORD2749,1/3/2024,1/10/2024,Beta Corp,Product_45,Office Supplies,Russia,5,42,Pending,Paid,Net 30,7,210,TRUE
ORD2750,3/6/2023,3/12/2023,Theta Tech,Product_2,Electronics,Australia,12,233.04,Canceled,Paid,Net 60,6,2796.48,TRUE
ORD2751,10/1/2023,10/7/2023,Delta Traders,Product_8,Machinery,India,41,445.96,Delivered,Paid,Net 30,6,18284.36,TRUE
ORD2752,10/28/2023,11/1/2023,Beta Corp,Product_7,Electronics,Australia,3,51.76,Shipped,Paid,Upon Delivery,4,155.28,TRUE
ORD2753,11/3/2023,11/11/2023,Delta Traders,Product_44,Machinery,Australia,99,494.49,Pending,Paid,Net 30,8,48954.51,FALSE
ORD2754,9/2/2022,9/6/2022,Theta Tech,Product_39,Furniture,India,33,474.79,Pending,Paid,Upon Delivery,4,15668.07,TRUE
ORD2755,8/31/2022,9/5/2022,Theta Tech,Product_42,Electronics,Australia,86,43.75,Shipped,Paid,Net 30,5,3762.5,TRUE
ORD2756,2/23/2024,2/27/2024,Beta Corp,Product_16,Furniture,Canada,50,467.04,Delivered,Paid,Net 60,4,23352,TRUE
ORD2757,3/29/2022,4/8/2022,Eta Logistics,Product_35,Electronics,Germany,56,184.75,Shipped,Unpaid,Upon Delivery,10,10346,FALSE
ORD2758,1/29/2023,2/2/2023,Alpha Supplies,Product_30,Electronics,Japan,9,423.13,Delivered,Paid,Net 30,4,3808.17,TRUE
ORD2759,3/22/2023,4/1/2023,Eta Logistics,Product_10,Machinery,Australia,82,212.1,Delivered,Paid,Upon Delivery,10,17392.2,FALSE
ORD2760,9/11/2022,9/18/2022,Eta Logistics,Product_38,Furniture,Australia,50,223.22,Shipped,Paid,Upon Delivery,7,11161,TRUE
ORD2761,2/6/2022,2/15/2022,Eta Logistics,Product_18,Furniture,France,29,318.95,Shipped,Paid,Net 60,9,9249.55,FALSE
ORD2762,11/5/2023,11/11/2023,Eta Logistics,Product_50,Electronics,Germany,39,388.37,Pending,Paid,Net 60,6,15146.43,TRUE
ORD2763,9/9/2022,9/19/2022,Alpha Supplies,Product_5,Furniture,Russia,91,21.73,Pending,Paid,Net 60,10,1977.43,FALSE
ORD2764,12/15/2023,12/23/2023,Delta Traders,Product_29,Electronics,Germany,45,298.61,Canceled,Paid,Net 60,8,13437.45,FALSE
ORD2765,5/24/2023,5/28/2023,Eta Logistics,Product_39,Office Supplies,Germany,17,97.43,Shipped,Unpaid,Upon Delivery,4,1656.31,TRUE
ORD2766,8/19/2022,8/29/2022,Eta Logistics,Product_34,Office Supplies,India,56,176.25,Delivered,Paid,Upon Delivery,10,9870,FALSE
ORD2767,10/1/2023,10/9/2023,Delta Traders,Product_43,Office Supplies,India,98,177.24,Shipped,Unpaid,Net 30,8,17369.52,FALSE
ORD2768,2/12/2024,2/21/2024,Eta Logistics,Product_45,Office Supplies,India,46,237.18,Delivered,Unpaid,Net 30,9,10910.28,FALSE
ORD2769,9/20/2023,9/29/2023,Beta Corp,Product_23,Furniture,Japan,67,170.4,Delivered,Overdue,Net 30,9,11416.8,FALSE
ORD2770,12/14/2022,12/18/2022,Eta Logistics,Product_5,Office Supplies,Germany,69,58.14,Delivered,Paid,Net 60,4,4011.66,TRUE
ORD2771,5/22/2022,5/27/2022,Eta Logistics,Product_30,Furniture,Japan,14,77.09,Pending,Paid,Upon Delivery,5,1079.26,TRUE
ORD2772,1/24/2023,1/28/2023,Beta Corp,Product_6,Electronics,Australia,67,21.55,Shipped,Paid,Upon Delivery,4,1443.85,TRUE
ORD2773,1/29/2024,2/5/2024,Theta Tech,Product_46,Office Supplies,India,23,237.77,Pending,Paid,Net 30,7,5468.71,TRUE
ORD2774,12/11/2023,12/21/2023,Theta Tech,Product_44,Office Supplies,Australia,94,477.45,Shipped,Paid,Net 30,10,44880.3,FALSE
ORD2775,12/22/2023,12/28/2023,Alpha Supplies,Product_4,Office Supplies,India,61,62.26,Delivered,Paid,Upon Delivery,6,3797.86,TRUE
ORD2776,1/30/2023,2/4/2023,Beta Corp,Product_29,Electronics,Canada,23,473.4,Canceled,Paid,Net 60,5,10888.2,TRUE
ORD2777,7/31/2023,8/4/2023,Beta Corp,Product_23,Electronics,Japan,27,368.01,Shipped,Unpaid,Net 30,4,9936.27,TRUE
ORD2778,8/6/2022,8/14/2022,Beta Corp,Product_6,Office Supplies,Japan,54,320.56,Pending,Paid,Net 30,8,17310.24,FALSE
ORD2779,2/18/2022,2/23/2022,Delta Traders,Product_32,Electronics,Russia,10,324.41,Pending,Paid,Upon Delivery,5,3244.1,TRUE
ORD2780,12/12/2023,12/22/2023,Eta Logistics,Product_42,Electronics,France,89,414.23,Pending,Unpaid,Upon Delivery,10,36866.47,FALSE
ORD2781,8/11/2022,8/16/2022,Eta Logistics,Product_18,Furniture,Germany,77,57.93,Shipped,Paid,Net 30,5,4460.61,TRUE
ORD2782,1/31/2022,2/10/2022,Beta Corp,Product_15,Electronics,Russia,16,254.85,Shipped,Paid,Net 30,10,4077.6,FALSE
ORD2783,5/16/2023,5/20/2023,Eta Logistics,Product_40,Office Supplies,Japan,41,350.06,Delivered,Paid,Net 60,4,14352.46,TRUE
ORD2784,12/2/2022,12/12/2022,Theta Tech,Product_32,Office Supplies,Russia,98,295.48,Shipped,Paid,Net 60,10,28957.04,FALSE
ORD2785,4/9/2022,4/14/2022,Beta Corp,Product_9,Office Supplies,Canada,55,417.23,Delivered,Paid,Net 60,5,22947.65,TRUE
